01000,San Ángel,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,09,010,0001,Urbano,01
01010,Los Alpes,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,09,010,0005,Urbano,01
01020,Guadalupe Inn,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,09,010,0006,Urbano,01
01030,Florida,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,09,010,0010,Urbano,01
01030,Axotla,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,28,010,0009,Urbano,01
01040,Campestre,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,09,010,0012,Urbano,01
01048,Las Águilas,Unidad habitacional,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,31,010,0013,Urbano,01
01049,Tlacopac,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,28,010,0014,Urbano,01
01050,Ex-Hacienda de Guadalupe Chimalistac,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,09,010,0016,Urbano,01
01060,Altavista,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,09,010,0017,Urbano,01
01060,San Ángel Inn,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,09,010,0018,Urbano,01
01070,Chimalistac,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,09,010,0019,Urbano,01
01080,Progreso Tizapan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,09,010,0022,Urbano,01
01089,Ermita Tizapan,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,09,010,0024,Urbano,01
01090,Loreto,Barrio,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,02,010,0026,Urbano,01
01090,Tizapan,Pueblo,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,28,010,0028,Urbano,01
01090,La Otra Banda,Barrio,Álvaro Obregón,Ciudad de México,Ciudad de México,01001,09,01001,,02,010,0025,Urbano,01
01100,Pólvora,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0031,Urbano,01
01109,La Conchita,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0033,Urbano,01
01110,Ampliación El Capulín,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0037,Urbano,01
01110,Belém de las Flores,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0034,Urbano,01
01110,El Capulín,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0036,Urbano,01
01110,Liberales de 1857,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0039,Urbano,01
01120,Cove,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0044,Urbano,01
01120,Acueducto,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0042,Urbano,01
01120,Hidalgo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0046,Urbano,01
01120,Las Américas,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0047,Urbano,01
01125,Ampliación Acueducto,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0043,Urbano,01
01130,Molino de Santo Domingo,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0053,Urbano,01
01130,Paraíso,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0052,Urbano,01
01130,Real del Monte,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0056,Urbano,01
01139,Reacomodo Pino Suárez,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0058,Urbano,01
01140,José Maria Pino Suárez,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0060,Urbano,01
01140,Bellavista,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0059,Urbano,01
01150,Tolteca,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0064,Urbano,01
01150,Cristo Rey,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0063,Urbano,01
01160,Bosque,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0066,Urbano,01
01160,Maria G. de García Ruiz,Colonia,Álvaro Obregón,Ciudad de México,Ciudad de México,01131,09,01131,,09,010,0068,Urbano,01
