97000,La Quinta,Fraccionamiento,Mérida,Yucatán,Mérida,97002,31,97002,,21,050,0894,Urbano,01
97000,Privada Garcia Gineres C - 29,Colonia,Mérida,Yucatán,Mérida,97002,31,97002,,09,050,0905,Urbano,01
97000,Jardines de San Sebastian,Fraccionamiento,Mérida,Yucatán,Mérida,97002,31,97002,,21,050,1855,Urbano,01
97000,Mérida Centro,Colonia,Mérida,Yucatán,Mérida,97002,31,97002,,09,050,0001,Urbano,01
97000,Los Cocos,Fraccionamiento,Mérida,Yucatán,Mérida,97002,31,97002,,21,050,0896,Urbano,01
97000,Privada Del Maestro,Fraccionamiento,Mérida,Yucatán,Mérida,97002,31,97002,,21,050,0904,Urbano,01
97003,Los Reyes,Fraccionamiento,Mérida,Yucatán,Mérida,97002,31,97002,,21,050,0796,Urbano,01
97050,Conjunto Residencial Del Norte,Fraccionamiento,Mérida,Yucatán,Mérida,97002,31,97002,,21,050,0889,Urbano,01
97050,Alcalá Martín,Colonia,Mérida,Yucatán,Mérida,97002,31,97002,,09,050,0010,Urbano,01
97050,Yucatán,Colonia,Mérida,Yucatán,Mérida,97002,31,97002,,09,050,0011,Urbano,01
97059,Señorial,Fraccionamiento,Mérida,Yucatán,Mérida,97002,31,97002,,21,050,0012,Urbano,01
97060,Carrillo Ancona,Colonia,Mérida,Yucatán,Mérida,97212,31,97212,,09,050,0013,Urbano,01
97068,Itzaes,Fraccionamiento,Mérida,Yucatán,Mérida,97212,31,97212,,21,050,0014,Urbano,01
97069,Inalámbrica,Colonia,Mérida,Yucatán,Mérida,97212,31,97212,,09,050,0015,Urbano,01
97070,Garcia Gineres,Colonia,Mérida,Yucatán,Mérida,97002,31,97002,,09,050,0017,Urbano,01
97070,Dolores Patron,Colonia,Mérida,Yucatán,Mérida,97002,31,97002,,09,050,0016,Urbano,01
97070,El Pedregal,Fraccionamiento,Mérida,Yucatán,Mérida,97002,31,97002,,21,050,0595,Urbano,01
97080,La Huerta,Fraccionamiento,Mérida,Yucatán,Mérida,97002,31,97002,,21,050,0020,Urbano,01
97088,Santa Cecilia,Fraccionamiento,Mérida,Yucatán,Mérida,97002,31,97002,,21,050,0021,Urbano,01
97089,Cupules,Colonia,Mérida,Yucatán,Mérida,97002,31,97002,,09,050,0022,Urbano,01
97098,Lourdes,Colonia,Mérida,Yucatán,Mérida,97002,31,97002,,09,050,0025,Urbano,01
97099,Waspa,Fraccionamiento,Mérida,Yucatán,Mérida,97002,31,97002,,21,050,0026,Urbano,01
97100,Itzimna,Colonia,Mérida,Yucatán,Mérida,97101,31,97101,,09,050,0027,Urbano,01
97100,Rinconada Itzmina,Fraccionamiento,Mérida,Yucatán,Mérida,97101,31,97101,,21,050,1837,Urbano,01
97100,Itzimna,Fraccionamiento,Mérida,Yucatán,Mérida,97101,31,97101,,21,050,0029,Urbano,01
